instnm,State abbv,American Indian or Alaska Native total (Received Bachelor's degree) 2021-2022,Asian total (Received  Bachelor's degree) 2021-2022,Black or African American total (Received Bachelor's degree) 2021-2022,Hispanic or Latino total (Received Bachelor's degree) 2021-2022,Native Hawaiian or Other Pacific Islander total (Received Bachelor's degree) 2021-2022,White total (Received Bachelor's degree) 2021-2022,Two or more races total (Received Bachelor's degree) 2021-2022,Grand total women (Received Bachelor's degree) 2021-2022,Grand total men (Received Bachelor's degree) 2021-2022,U.S. Nonresident total (Received Bachelor's degree) 2021-2022,Ages  18-24 (Received Bachelor's degree) 2021-2022,Ages  25-39 (Received Bachelor's degree) 2021-2022,Ages  40 and above (Received Bachelor's degree) 2021-2022,American Indian or Alaska Native total (Received Master's degree) 2021-2022,Asian total (Received Master's degree) 2021-2022,Black or African American total (Received Master's degree) 2021-2022,Hispanic or Latino total (Received Master's degree) 2021-2022,Native Hawaiian or Other Pacific Islander total (Received Master's degree) 2021-2022,White total (Received Master's degree) 2021-2022,Two or more races total (Recieved Master's degree) 2021-2022,Grand total women (Received Master's degree) 2012-2022,Grand total men (Received Master's degree) 2012-2022,U.A NonResident total (Received Master's degree) 2012-2022,Ages  18-24 (Received Master's degree) 2021-2022,Ages  25-39 (Received Master's degree) 2021-2022,Ages  40 and above (Received Master's degree) 2021-2022,American Indian or Alaska Native total (Received Doctor's degree) 2021-2022,Asian total (Received Doctor's degree) 2021-2022,Black or African American total (Received Doctor's degree) 2021-2022,Hispanic or Latino total (Received Doctor's degree) 2021-2022,Native Hawaiian or Other Pacific Islander total (Received Doctor's degree) 2021-2022,White total (Received Doctor's degree) 2021-2022,Two or more races total (Received Doctor's degree) 2021-2022,Grand total women (Received Doctor's degree) 2021-2022,Grand total men (Received Doctor's degree) 2021-2022,U.S. Nonresident total (Received Doctor's degree) 2021-2022,Ages  18-24 (Received Doctor's degree) 2021-2022,Ages  25-39 (Received Doctor's degree) 2021-2022,Ages  40 and above (Received Doctor's degree) 2021-2022,Total 12-month unduplicated headcount (2021-2022),Graduation rate  women (Aug 2022),Graduation rate  men (Aug 2022),Graduation rate  American Indian or Alaska Native (Aug 2022),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (Aug 2022),Graduation rate  Native Hawaiian or Other Pacific Islander (Aug 2022),Graduation rate  Black  non Hispanic (Aug 2022)  ,Graduation rate  Hispanic (Aug 2022),Graduation rate  White  non Hispanic (Aug 2022),Graduation rate  two or more races (Aug 2022),Graduation rate  U.S. Nonresident (Aug 2022),Student-to-faculty ratio (Fall 2022),Secondary school GPA Consideration (2021-2022 Admits),Admission Test Scores Consideration (2021-2022 Admits),Admissions men (2021-2022),Admissions women (2021-2022),Enrolled  women (2021-2022),Enrolled  men (2021-2022),Applicants men (2021-2022),Applicants women (2021-2022),SAT Math 25th percentile score (2021-2022),SAT Math 75th percentile score (2021-2022),ACT Math 25th percentile score (2021-2022),ACT Math 75th percentile score (2021-2022),Grand total men (Bachelor's degree awards in STEM) 2000-2001,Grand total women (Bachelor's degree awards in STEM) 2000-2001,American Indian/Alaska Native total (Bachelor's degree awards in STEM) 2000-2001,American Indian or Alaskan Native men (Bachelor's degree awards in STEM) 2000-2001,American Indian or Alaskan Native women (Bachelor's degree awards in STEM) 2000-2001,Asian or Pacific Islander total (Bachelor's degree awards in STEM) 2000-2001,Asian or Pacific Islander men (Bachelor's degree awards in STEM) 2000-2001,Asian or Pacific Islander women (Bachelor's degree awards in STEM) 2000-2001,Black non-Hispanic  total (Bachelor's degree awards in STEM) 2000-2001,Black non-Hispanic men (Bachelor's degree awards in STEM) 2000-2001,Black non-Hispanic women (Bachelor's degree awards in STEM) 2000-2001,Hispanic men (Bachelor's degree awards in STEM) 2000-2001,Hispanic total (Bachelor's degree awards in STEM) 2000-2001,Hispanic women (Bachelor's degree awards in STEM) 2000-2001,White non-Hispanic total (Bachelor's degree awards in STEM) 2000-2001,White non-Hispanic men (Bachelor's degree awards in STEM) 2000-2001,White non-Hispanic women (Bachelor's degree awards in STEM) 2000-2001,Nonresident alien total (Bachelor's degree awards in STEM) 2000-2001,Nonresident alien men (Bachelor's degree awards in STEM) 2000-2001,Nonresident alien women (Bachelor's degree awards in STEM) 2000-2001,Grand total men (Master's degree awards in STEM) 2000-2001,Grand total women (Master's degree awards in STEM) 2000-2001,American Indian/Alaska Native total (Master's degree awards in STEM) 2000-2001,American Indian or Alaskan Native men  (Master's degree awards in STEM) 2000-2001,American Indian or Alaskan Native women  (Master's degree awards in STEM) 2000-2001,Asian or Pacific Islander total  (Master's degree awards in STEM) 2000-2001,Asian or Pacific Islander men  (Master's degree awards in STEM) 2000-2001,Asian or Pacific Islander women  (Master's degree awards in STEM) 2000-2001,Black non-Hispanic  total  (Master's degree awards in STEM) 2000-2001,Black non-Hispanic men  (Master's degree awards in STEM) 2000-2001,Black non-Hispanic women  (Master's degree awards in STEM) 2000-2001,Hispanic men  (Master's degree awards in STEM) 2000-2001,Hispanic total  (Master's degree awards in STEM) 2000-2001,Hispanic women  (Master's degree awards in STEM) 2000-2001,White non-Hispanic total  (Master's degree awards in STEM) 2000-2001,White non-Hispanic men  (Master's degree awards in STEM) 2000-2001,White non-Hispanic women  (Master's degree awards in STEM) 2000-2001,Nonresident alien total (Master's degree awards in STEM) 2000-2001,Nonresident alien men (Master's degree awards in STEM) 2000-2001,Nonresident alien women (Master's degree awards in STEM) 2000-2001,Grand total men (Doctor's degree awards in STEM) 2000-2001,Grand total women (Doctor's degree awards in STEM) 2000-2001,American Indian/Alaska Native total (Doctor's degree awards in STEM) 2000-2001,American Indian or Alaskan Native men (Doctor's degree awards in STEM) 2000-2001,American Indian or Alaskan Native women (Doctor's degree awards in STEM) 2000-2001,Asian or Pacific Islander total(Doctor's degree awards in STEM) 2000-2001,Asian or Pacific Islander men (Doctor's degree awards in STEM) 2000-2001,Asian or Pacific Islander women (Doctor's degree awards in STEM) 2000-2001,Black non-Hispanic  total (Doctor's degree awards in STEM) 2000-2001,Black non-Hispanic men (Doctor's degree awards in STEM) 2000-2001,Black non-Hispanic women (Doctor's degree awards in STEM) 2000-2001,Hispanic men (Doctor's degree awards in STEM) 2000-2001,Hispanic total (Doctor's degree awards in STEM) 2000-2001,Hispanic women (Doctor's degree awards in STEM) 2000-2001,White non-Hispanic total (Doctor's degree awards in STEM) 2000-2001,White non-Hispanic men (Doctor's degree awards in STEM) 2000-2001,White non-Hispanic women (Doctor's degree awards in STEM) 2000-2001,Nonresident alien total (Doctor's degree awards in STEM) 2000-2001,Nonresident alien men (Doctor's degree awards in STEM) 2000-2001,Nonresident alien women (Doctor's degree awards in STEM) 2000-2001,Total price for in-state students living on campus 2021-2022 ,Total price for out-of-state students living on campus 2021-2022 
Denison University,OH,0,19,33,52,1,315,27,297,243,82,530,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,86,83,,89,,94,84,83,73,89,9,1,5,1237,1452,334,320,4316,5197,620,740,26,31,32,46,0,0,0,3,0,3,1,0,1,0,2,2,66,27,39,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73900,73900
Denver College of Nursing,CO,3,23,55,57,2,256,14,365,70,0,102,287,46,0,0,1,0,0,8,1,12,0,0,0,9,3,,,,,,,,,,,,,,1406,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Seminary,CO,,,,,,,,,,,,,,2,10,8,7,0,110,4,74,75,7,5,107,37,0,0,0,0,0,4,0,2,3,1,0,0,5,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DePaul University,IL,5,418,216,552,3,1616,120,1611,1436,48,2370,564,113,4,271,313,331,3,1227,63,1465,1088,224,360,1851,341,0,22,36,32,0,154,13,177,115,6,15,237,40,25050,72,66,40,76,67,56,61,73,65,73,17,1,2,8087,14187,1669,1169,12347,19728,,,,,185,138,73,55,18,30,16,14,24,9,15,16,28,12,144,79,65,0,0,0,242,118,55,29,26,11,10,1,19,13,6,72,120,48,149,114,35,0,0,0,,,,,,,,,,,,,,,,,,,,,60771,60771
DePauw University,IN,0,8,22,39,0,284,19,236,204,66,435,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,85,72,50,89,,70,84,79,75,81,9,1,5,1657,2026,254,246,2676,3019,580,740,24,30,57,42,0,0,0,1,1,0,5,3,2,1,2,1,88,50,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70394,70394
Des Moines University-Osteopathic Medical Center,IA,,,,,,,,,,,,,,0,4,5,2,0,96,4,82,31,0,13,96,4,0,46,4,9,0,245,7,147,171,0,1,315,2,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeSales University,PA,0,22,26,54,0,437,19,363,228,0,446,93,52,0,13,12,27,1,226,6,216,94,0,58,188,63,0,0,2,1,0,27,0,22,8,0,2,26,2,3988,72,61,,64,,38,58,71,87,0,11,1,5,888,1892,337,179,1176,2378,530,620,21,27,27,11,0,0,0,1,1,0,0,0,0,0,1,1,30,22,8,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,59474,59474
Design Institute of San Diego,CA,0,1,1,7,0,15,0,24,2,2,9,14,3,0,0,0,1,0,3,0,4,0,0,0,3,1,,,,,,,,,,,,,,145,75,,,,,,0,100,,100,7,1,3,1,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry College of New York,NY,0,12,44,38,0,35,3,54,90,1,14,94,36,3,29,24,21,0,35,1,59,64,2,1,89,33,,,,,,,,,,,,,,1486,27,18,,50,,11,11,67,,33,17,1,2,21,45,40,17,61,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Arizona,AZ,1,1,3,6,1,14,1,7,27,0,0,23,11,2,0,1,4,0,8,0,10,6,0,1,8,7,,,,,,,,,,,,,,175,13,26,100,,,0,0,20,,,4,1,2,5,3,2,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-California,CA,0,57,49,111,8,111,9,132,223,1,19,241,95,2,28,18,29,3,29,1,63,54,3,3,73,41,,,,,,,,,,,,,,2522,4,12,,0,,0,11,0,0,50,16,1,2,95,47,37,64,181,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Colorado,CO,0,1,0,2,0,10,0,5,8,0,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,71,33,0,,0,,,0,50,,,,1,2,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Florida,FL,1,5,20,28,0,34,0,53,46,1,2,65,32,0,0,8,13,0,9,0,16,15,0,1,14,16,,,,,,,,,,,,,,699,14,17,,0,,33,0,25,,0,13,1,2,18,18,16,17,34,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Georgia,GA,0,6,55,6,0,45,0,80,53,2,9,75,49,0,5,21,0,0,10,1,25,15,2,0,22,18,,,,,,,,,,,,,,1411,8,14,,,,14,0,0,0,100,16,1,2,38,26,22,36,83,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Illinois,IL,12,100,289,263,11,717,33,850,731,29,135,966,480,10,123,306,193,11,493,15,840,545,19,37,722,626,,,,,,,,,,,,,,37213,46,36,,45,0,50,39,46,50,29,49,1,2,958,1619,1226,745,2139,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Indiana,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Missouri,MO,0,1,1,1,0,3,0,1,5,0,0,4,2,0,0,0,0,0,2,0,1,1,0,0,2,0,,,,,,,,,,,,,,35,,0,,,,0,,0,,,,1,2,0,2,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Nevada,NV,0,3,1,2,1,1,0,2,6,0,0,5,3,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,38,0,0,,,,,,0,,,2,1,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-New Jersey,NJ,0,6,6,8,0,8,0,14,19,1,7,16,10,0,2,1,1,0,3,0,5,4,0,0,5,4,,,,,,,,,,,,,,189,0,0,,0,,0,0,0,,0,4,1,2,5,3,3,5,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-North Carolina,NC,0,0,2,0,0,1,0,0,3,0,0,3,0,0,0,3,1,0,0,0,4,1,0,0,3,2,,,,,,,,,,,,,,34,,33,,,,50,,,,,2,1,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Ohio,OH,0,3,11,4,0,59,1,37,51,0,10,62,16,0,1,4,0,0,7,0,5,7,0,0,7,5,,,,,,,,,,,,,,566,44,16,,,,0,,26,,,13,1,2,9,19,16,8,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Pennsylvania,PA,0,0,6,3,0,12,0,8,16,0,0,19,5,0,0,9,2,0,10,0,17,6,0,2,11,10,,,,,,,,,,,,,,199,,0,,,,0,0,0,,,,1,2,2,2,1,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Tennessee,TN,0,0,1,0,1,1,0,1,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,25,,,,,,,,,,,,1,2,1,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,TX,0,2,10,8,0,15,3,14,28,1,3,21,18,0,0,11,8,1,11,0,21,15,2,1,15,20,,,,,,,,,,,,,,317,0,22,,,,0,14,0,,,3,1,2,5,7,6,4,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Virginia,VA,0,1,2,7,0,14,1,14,15,0,1,18,10,0,9,8,5,0,11,1,23,17,1,0,25,15,,,,,,,,,,,,,,211,25,0,,0,,,0,0,,,5,1,2,2,1,1,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharma Realm Buddhist University,CA,0,1,0,1,0,0,0,0,3,1,1,2,0,0,5,0,0,0,1,0,5,2,1,1,4,2,,,,,,,,,,,,,,46,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson College,PA,1,22,29,43,0,317,18,294,215,76,506,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2249,85,82,100,89,100,86,78,83,76,90,9,1,2,1196,1865,391,286,2604,3762,,,,,37,46,0,0,0,4,2,2,2,2,0,0,0,0,77,33,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77237,77237
Dickinson State University,ND,2,1,7,5,0,173,3,120,83,11,145,55,3,0,0,2,2,0,32,2,17,22,1,3,26,10,,,,,,,,,,,,,,1735,46,43,0,0,0,25,31,48,14,40,13,1,5,230,226,130,139,233,226,483,528,16,23,10,4,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20322,22142
DigiPen Institute of Technology,WA,0,17,2,16,0,115,16,52,165,36,150,67,0,0,1,0,0,0,5,0,0,18,9,6,9,3,,,,,,,,,,,,,,1328,68,58,100,82,,20,50,62,40,71,10,1,5,282,140,72,155,623,294,573,690,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50072,50072
Dillard University,LA,0,0,157,3,0,3,3,148,44,2,162,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,49,46,,,,50,30,0,13,100,13,1,5,684,2733,260,66,1419,4679,470,565,16,21,9,33,0,0,0,0,0,0,42,9,33,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35310,35310
Dine College,AZ,57,0,0,0,0,0,0,45,13,1,8,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1733,11,26,18,,,,,0,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700,12700
Divine Mercy University,VA,,,,,,,,,,,,,,0,9,4,18,0,55,0,64,33,4,4,57,36,0,1,0,0,0,8,0,7,4,2,0,9,2,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Word College,IA,0,3,0,0,0,0,0,7,5,9,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,100,,,,100,,,,100,6,1,2,,3,3,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21500,21500
Doane University,NE,2,3,10,24,0,208,9,128,139,9,198,44,25,0,3,7,15,0,278,2,242,74,4,32,217,67,0,0,0,1,0,10,1,10,2,0,0,3,9,2589,68,55,,75,100,29,39,65,38,75,10,1,3,846,515,98,139,1161,602,,,,,20,10,0,0,0,1,1,0,0,0,0,1,1,0,27,18,9,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53910,53910
Dominican School of Philosophy & Theology,CA,,,,,,,,,,,,,,0,1,0,2,0,6,0,2,8,1,3,6,1,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican University,IL,0,21,28,261,0,131,5,335,141,6,389,84,3,1,15,37,104,2,218,0,324,96,5,56,285,79,0,0,1,0,0,2,0,1,2,0,0,1,2,3724,64,47,0,33,,34,58,72,57,,11,1,5,998,2114,316,146,1302,2543,450,580,19,26,11,19,0,0,0,1,0,1,0,0,0,0,0,0,29,11,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49047,49047
Dominican University New York,NY,0,22,40,98,2,91,6,201,81,7,183,84,15,0,12,19,18,2,48,2,85,21,0,8,74,24,0,22,7,5,0,21,2,50,24,5,0,39,33,2031,60,43,,57,100,31,48,73,25,75,13,1,5,408,781,117,59,586,962,493,560,,,3,8,0,0,0,1,0,1,1,1,0,0,2,2,7,2,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50030,50030
Dominican University of California,CA,1,119,11,99,2,126,17,257,136,10,308,65,11,1,37,7,34,2,82,7,172,70,58,50,139,48,,,,,,,,,,,,,,2153,82,69,100,91,50,90,77,71,68,50,9,5,5,456,1385,164,81,505,1476,535,645,19,27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67860,67860
Dongguk University Los Angeles,CA,,,,,,,,,,,,,,0,11,1,0,0,2,0,16,11,13,0,12,15,0,7,0,0,0,0,0,5,2,0,0,4,3,150,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnelly College,KS,0,1,2,4,0,3,0,6,4,0,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,524,29,11,,27,0,0,28,25,40,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dordt University,IA,1,4,2,2,0,231,2,131,141,21,267,5,0,0,3,2,0,0,62,0,34,37,0,2,44,23,,,,,,,,,,,,,,1949,72,63,100,40,,33,56,70,33,66,14,1,5,682,486,207,233,978,617,520,660,20,27,36,13,0,0,0,0,0,0,0,0,0,0,0,0,41,33,8,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49480,49480
Dragon Rises College of Oriental Medicine,FL,,,,,,,,,,,,,,0,2,2,1,0,5,0,6,4,0,1,7,2,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake University,IA,0,29,35,42,0,470,19,369,247,20,577,31,8,2,5,16,22,0,350,5,298,114,9,42,273,97,0,9,10,11,0,231,1,161,102,1,74,168,21,5458,77,75,50,76,,57,61,79,75,73,10,1,5,2101,3378,486,273,3224,4707,590,700,24,29,42,37,1,1,0,4,2,2,2,1,1,0,1,1,63,35,28,4,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,62125,62125
Drew University,NJ,2,17,24,60,0,172,5,212,161,64,327,45,1,2,6,15,7,1,43,1,53,45,22,19,46,33,0,2,15,3,0,24,3,31,31,11,0,16,46,2424,77,69,,81,,65,70,76,80,73,12,1,2,1085,1738,213,146,1435,2107,,,,,25,34,0,0,0,5,3,2,1,0,1,0,0,0,42,16,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62002,62002
Drexel University,PA,3,739,244,218,0,1753,124,1857,1584,310,2769,559,113,1,227,264,150,0,1219,62,1473,721,191,352,1517,325,2,95,58,44,1,429,22,410,315,60,8,632,85,26386,82,75,67,84,33,67,75,80,75,72,9,1,5,13191,15331,1483,1371,16233,18286,610,720,25,31,422,135,4,1,3,93,68,25,32,21,11,14,17,3,325,252,73,36,29,7,220,86,1,1,0,19,12,7,13,10,3,4,5,1,159,115,44,81,56,25,20,8,0,0,0,3,1,2,0,0,0,0,0,0,7,6,1,16,12,4,76524,76524
Drury University,MO,2,4,5,2,3,246,9,173,128,28,283,15,3,0,2,2,0,0,80,5,68,25,1,16,53,24,,,,,,,,,,,,,,1762,69,58,67,33,0,62,63,65,53,64,12,1,5,518,757,193,127,795,1154,520,620,23,28,31,50,0,0,0,5,2,3,5,3,2,0,2,2,69,26,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46764,46764
Drury University-College of Continuing Professional Studies,MO,2,1,4,10,0,137,4,120,45,0,38,92,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,26,0,,,,0,0,22,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24454,24454
Duke University,NC,12,400,140,183,2,835,72,1017,833,127,1705,138,7,5,294,176,159,3,1078,68,1524,1536,1160,648,2140,270,2,96,61,63,1,463,27,502,414,176,2,855,59,18357,98,95,77,99,,92,99,98,96,90,6,2,1,1309,1618,967,777,23096,26607,743,793,32,35,345,194,0,0,0,120,83,37,27,14,13,13,22,9,281,175,106,33,22,11,79,41,1,1,0,30,19,11,1,1,0,5,8,3,72,48,24,8,5,3,83,48,0,0,0,35,24,11,2,2,0,1,3,2,89,56,33,2,0,2,79860,79860
Dunwoody College of Technology,MN,0,5,3,6,0,81,5,26,76,0,32,65,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,42,48,0,27,0,9,62,53,0,100,12,1,2,359,53,36,261,359,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38149,38149
Duquesne University,PA,0,49,51,44,0,1121,42,871,468,28,1201,130,8,0,22,24,29,1,522,17,503,208,94,246,390,75,0,19,31,18,0,347,9,299,152,24,132,269,50,9161,80,73,50,77,100,59,80,80,67,70,12,1,5,2921,5936,789,444,3472,7037,560,650,23,28,33,24,0,0,0,1,1,0,2,1,1,0,0,0,48,27,21,1,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,3,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,3,0,61270,61270
Eagle Gate College-Boise Campus,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle Gate College-Layton,UT,0,1,0,7,0,40,1,48,3,0,7,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,301,53,27,,100,,100,22,50,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle Gate College-Murray,UT,1,3,5,7,0,32,1,48,4,0,11,30,11,0,4,1,1,0,12,0,14,5,0,1,9,9,,,,,,,,,,,,,,473,60,71,0,100,,0,89,59,50,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earlham College,IN,0,5,11,15,0,108,11,115,89,48,203,1,0,0,0,1,3,0,18,0,20,11,3,11,10,10,,,,,,,,,,,,,,764,79,70,,73,,71,54,75,46,90,6,1,5,504,642,85,86,781,878,540,670,24,28,22,34,0,0,0,0,0,0,5,2,3,0,1,1,48,20,28,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64527,64527
East Carolina University,NC,25,110,671,319,5,3080,193,2726,1798,17,3624,704,196,6,44,188,48,3,948,34,940,402,28,390,671,281,2,27,55,17,0,196,5,218,98,8,19,235,62,31263,69,60,54,75,86,61,62,67,54,67,18,1,3,7407,13153,2465,1635,8057,13841,,,,,169,100,4,2,2,17,11,6,29,16,13,3,3,0,211,134,77,1,0,1,35,18,1,0,1,1,1,0,2,1,1,0,0,0,38,25,13,9,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,23215,39492
